,Event Title,Fighter A,Fighter B,Winner,Odds A,Odds B,Underdog,Favorite
183,UFC Fight Night 38 - Shogun vs. Henderson 2,Godofredo Pepey,Noad Lahat,Godofredo Pepey,3.85,1.36,Godofredo Pepey,Noad Lahat
184,UFC - The Ultimate Fighter Nations Finale,Tim Kennedy,Michael Bisping,Tim Kennedy,2.85,1.5,Tim Kennedy,Michael Bisping
185,UFC - The Ultimate Fighter Nations Finale,Patrick Cote,Kyle Noke,Patrick Cote,2.85,1.52,Patrick Cote,Kyle Noke
186,UFC - The Ultimate Fighter Nations Finale,Elias Theodorou,Sheldon Westcott,Elias Theodorou,1.57,2.81,Sheldon Westcott,Elias Theodorou
187,UFC - The Ultimate Fighter Nations Finale,Chad Laprise,Olivier Aubin-Mercier,Chad Laprise,2.45,1.67,Chad Laprise,Olivier Aubin-Mercier
188,UFC - The Ultimate Fighter Nations Finale,Dustin Poirier,Akira Corassani,Dustin Poirier,1.1,9.5,Akira Corassani,Dustin Poirier
189,UFC - The Ultimate Fighter Nations Finale,K.J. Noons,Sam Stout,K.J. Noons,2.04,1.99,K.J. Noons,Sam Stout
190,UFC - The Ultimate Fighter Nations Finale,Sarah Kaufman,Leslie Smith,Sarah Kaufman,1.4,3.45,Leslie Smith,Sarah Kaufman
191,UFC - The Ultimate Fighter Nations Finale,Ryan Jimmo,Sean O'Connell,Ryan Jimmo,1.17,7.15,Sean O'Connell,Ryan Jimmo
192,UFC - The Ultimate Fighter Nations Finale,George Roop,Dustin Kimura,George Roop,1.71,2.51,Dustin Kimura,George Roop
193,UFC - The Ultimate Fighter Nations Finale,Mark Bocek,Mike de la Torre,Mark Bocek,1.16,6.7,Mike de la Torre,Mark Bocek
194,UFC - The Ultimate Fighter Nations Finale,Nordine Taleb,Vik Grujic,Nordine Taleb,1.43,3.18,Vik Grujic,Nordine Taleb
195,UFC - The Ultimate Fighter Nations Finale,Richard Walsh,Chris Indich,Richard Walsh,1.44,3.17,Chris Indich,Richard Walsh
196,UFC - The Ultimate Fighter Nations Finale,Mitch Gagnon,Tim Gorman,Mitch Gagnon,1.32,3.9,Tim Gorman,Mitch Gagnon
197,UFC on Fox 11 - Werdum vs. Browne,Fabricio Werdum,Travis Browne,Fabricio Werdum,3.15,1.45,Fabricio Werdum,Travis Browne
198,UFC on Fox 11 - Werdum vs. Browne,Miesha Tate,Liz Carmouche,Miesha Tate,1.56,2.81,Liz Carmouche,Miesha Tate
199,UFC on Fox 11 - Werdum vs. Browne,Donald Cerrone,Edson Barboza,Donald Cerrone,2.62,1.71,Donald Cerrone,Edson Barboza
200,UFC on Fox 11 - Werdum vs. Browne,Yoel Romero,Brad Tavares,Yoel Romero,2.36,1.72,Yoel Romero,Brad Tavares
201,UFC on Fox 11 - Werdum vs. Browne,Khabib Nurmagomedov,Rafael dos Anjos,Khabib Nurmagomedov,1.36,3.75,Rafael dos Anjos,Khabib Nurmagomedov
202,UFC on Fox 11 - Werdum vs. Browne,Thiago Alves,Seth Baczynski,Thiago Alves,1.24,5.23,Seth Baczynski,Thiago Alves
203,UFC on Fox 11 - Werdum vs. Browne,Jorge Masvidal,Pat Healy,Jorge Masvidal,1.38,3.48,Pat Healy,Jorge Masvidal
204,UFC on Fox 11 - Werdum vs. Browne,Alex White,Estevan Payan,Alex White,2.3,1.87,Alex White,Estevan Payan
205,UFC on Fox 11 - Werdum vs. Browne,Caio Magalhaes,Luke Zachrich,Caio Magalhaes,1.35,3.86,Luke Zachrich,Caio Magalhaes
206,UFC on Fox 11 - Werdum vs. Browne,Jordan Mein,Hernani Perpetuo,Jordan Mein,1.24,4.75,Hernani Perpetuo,Jordan Mein
207,UFC on Fox 11 - Werdum vs. Browne,Dustin Ortiz,Ray Borg,Dustin Ortiz,1.67,2.5,Ray Borg,Dustin Ortiz
208,UFC on Fox 11 - Werdum vs. Browne,Mirsad Bektic,Chas Skelly,Mirsad Bektic,1.74,2.3,Chas Skelly,Mirsad Bektic
209,UFC on Fox 11 - Werdum vs. Browne,Derrick Lewis,Jack May,Derrick Lewis,1.34,3.6,Jack May,Derrick Lewis
210,UFC 172 - Jones vs. Teixeira,Jon Jones,Glover Teixeira,Jon Jones,1.24,5.05,Glover Teixeira,Jon Jones
211,UFC 172 - Jones vs. Teixeira,Anthony Johnson,Phil Davis,Anthony Johnson,3.2,1.47,Anthony Johnson,Phil Davis
212,UFC 172 - Jones vs. Teixeira,Luke Rockhold,Tim Boetsch,Luke Rockhold,1.14,9,Tim Boetsch,Luke Rockhold
213,UFC 172 - Jones vs. Teixeira,Jim Miller,Yancy Medeiros,Jim Miller,1.65,2.8,Yancy Medeiros,Jim Miller
214,UFC 172 - Jones vs. Teixeira,Max Holloway,Andre Fili,Max Holloway,2.25,1.77,Max Holloway,Andre Fili
215,UFC 172 - Jones vs. Teixeira,Joseph Benavidez,Tim Elliott,Joseph Benavidez,1.24,5,Tim Elliott,Joseph Benavidez
216,UFC 172 - Jones vs. Teixeira,Takanori Gomi,Isaac Vallie-Flagg,Takanori Gomi,1.67,2.53,Isaac Vallie-Flagg,Takanori Gomi
217,UFC 172 - Jones vs. Teixeira,Bethe Correia,Jessamyn Duke,Bethe Correia,2.25,1.83,Bethe Correia,Jessamyn Duke
218,UFC 172 - Jones vs. Teixeira,Danny Castillo,Charlie Brenneman,Danny Castillo,1.29,4.2,Charlie Brenneman,Danny Castillo
219,UFC 172 - Jones vs. Teixeira,Chris Beal,Patrick Williams,Chris Beal,1.91,2.21,Patrick Williams,Chris Beal
220,UFC Fight Night 40 - Brown vs. Silva,Matt Brown,Erick Silva,Matt Brown,3.1,1.56,Matt Brown,Erick Silva
221,UFC Fight Night 40 - Brown vs. Silva,Costas Philippou,Lorenz Larkin,Costas Philippou,3.25,1.64,Costas Philippou,Lorenz Larkin
222,UFC Fight Night 40 - Brown vs. Silva,Daron Cruickshank,Erik Koch,Daron Cruickshank,4.05,1.34,Daron Cruickshank,Erik Koch
223,UFC Fight Night 40 - Brown vs. Silva,Neil Magny,Tim Means,Neil Magny,1.36,3.85,Tim Means,Neil Magny
224,UFC Fight Night 40 - Brown vs. Silva,Soa Palelei,Ruan Potts,Soa Palelei,1.33,3.95,Ruan Potts,Soa Palelei
225,UFC Fight Night 40 - Brown vs. Silva,Chris Cariaso,Louis Smolka,Chris Cariaso,2.36,1.69,Chris Cariaso,Louis Smolka
226,UFC Fight Night 40 - Brown vs. Silva,Ed Herman,Rafael Natal,Ed Herman,2.75,1.69,Ed Herman,Rafael Natal
227,UFC Fight Night 40 - Brown vs. Silva,Kyoji Horiguchi,Darrell Montague,Kyoji Horiguchi,1.52,2.9,Darrell Montague,Kyoji Horiguchi
228,UFC Fight Night 40 - Brown vs. Silva,Zak Cummings,Yan Cabral,Zak Cummings,5.75,1.19,Zak Cummings,Yan Cabral
229,UFC Fight Night 40 - Brown vs. Silva,Johnny Eduardo,Eddie Wineland,Johnny Eduardo,8.35,1.13,Johnny Eduardo,Eddie Wineland
230,UFC Fight Night 40 - Brown vs. Silva,Nik Lentz,Manny Gamburyan,Nik Lentz,1.21,5.6,Manny Gamburyan,Nik Lentz
231,UFC Fight Night 40 - Brown vs. Silva,Justin Salas,Ben Wall,Justin Salas,1.36,3.6,Ben Wall,Justin Salas
232,UFC Fight Night 40 - Brown vs. Silva,Albert Tumenov,Anthony Lapsley,Albert Tumenov,1.4,3.45,Anthony Lapsley,Albert Tumenov
233,UFC Fight Night 42 - Henderson vs. Khabilov,Benson Henderson,Rustam Khabilov,Benson Henderson,1.46,3.17,Rustam Khabilov,Benson Henderson
234,UFC Fight Night 42 - Henderson vs. Khabilov,Diego Sanchez,Ross Pearson,Diego Sanchez,2.4,1.77,Diego Sanchez,Ross Pearson
235,UFC Fight Night 42 - Henderson vs. Khabilov,John Dodson,John Moraga,John Dodson,1.2,5.8,John Moraga,John Dodson
236,UFC Fight Night 42 - Henderson vs. Khabilov,Rafael dos Anjos,Jason High,Rafael dos Anjos,1.38,3.55,Jason High,Rafael dos Anjos
237,UFC Fight Night 42 - Henderson vs. Khabilov,Piotr Hallmann,Yves Edwards,Piotr Hallmann,1.65,2.5,Yves Edwards,Piotr Hallmann
238,UFC Fight Night 42 - Henderson vs. Khabilov,Bryan Caraway,Erik Perez,Bryan Caraway,2.15,1.83,Bryan Caraway,Erik Perez
239,UFC Fight Night 42 - Henderson vs. Khabilov,Sergio Pettis,Yaotzin Meza,Sergio Pettis,1.18,6.4,Yaotzin Meza,Sergio Pettis
240,UFC Fight Night 42 - Henderson vs. Khabilov,Lance Benoist,Bobby Voelker,Lance Benoist,2,1.95,Lance Benoist,Bobby Voelker
241,UFC Fight Night 42 - Henderson vs. Khabilov,Scott Jorgensen,Danny Martinez,Scott Jorgensen,1.42,3.25,Danny Martinez,Scott Jorgensen
242,UFC Fight Night 42 - Henderson vs. Khabilov,Jon Tuck,Jake Lindsey,Jon Tuck,1.67,2.44,Jake Lindsey,Jon Tuck
243,UFC Fight Night 42 - Henderson vs. Khabilov,Patrick Cummins,Roger Narvaez,Patrick Cummins,1.32,3.85,Roger Narvaez,Patrick Cummins
244,UFC 174 - Johnson vs. Bagautinov,Demetrious Johnson,Ali Bagautinov,Demetrious Johnson,1.18,6.6,Ali Bagautinov,Demetrious Johnson
245,UFC 174 - Johnson vs. Bagautinov,Rory MacDonald,Tyron Woodley,Rory MacDonald,1.95,2.05,Tyron Woodley,Rory MacDonald
246,UFC 174 - Johnson vs. Bagautinov,Ryan Bader,Rafael Cavalcante,Ryan Bader,1.63,2.55,Rafael Cavalcante,Ryan Bader
247,UFC 174 - Johnson vs. Bagautinov,Andrei Arlovski,Brendan Schaub,Andrei Arlovski,2.4,1.71,Andrei Arlovski,Brendan Schaub
248,UFC 174 - Johnson vs. Bagautinov,Ovince St Preux,Ryan Jimmo,Ovince St Preux,1.62,2.6,Ryan Jimmo,Ovince St Preux
249,UFC 174 - Johnson vs. Bagautinov,Kiichi Kunimoto,Daniel Sarafian,Kiichi Kunimoto,5.15,1.22,Kiichi Kunimoto,Daniel Sarafian
250,UFC 174 - Johnson vs. Bagautinov,Valerie Letourneau,Elizabeth Phillips,Valerie Letourneau,2.25,1.83,Valerie Letourneau,Elizabeth Phillips
251,UFC 174 - Johnson vs. Bagautinov,Yves Jabouin,Mike Easton,Yves Jabouin,3,1.47,Yves Jabouin,Mike Easton
252,UFC 174 - Johnson vs. Bagautinov,Tae Hyun Bang,Kajan Johnson,Tae Hyun Bang,2.7,1.56,Tae Hyun Bang,Kajan Johnson
253,UFC 174 - Johnson vs. Bagautinov,Michinori Tanaka,Roland Delorme,Michinori Tanaka,1.67,2.4,Roland Delorme,Michinori Tanaka
254,UFC 174 - Johnson vs. Bagautinov,Jason Saggo,Josh Shockley,Jason Saggo,2,1.95,Jason Saggo,Josh Shockley
255,UFC Fight Night 44 - Swanson vs. Stephens,Cub Swanson,Jeremy Stephens,Cub Swanson,1.47,3.07,Jeremy Stephens,Cub Swanson
256,UFC Fight Night 44 - Swanson vs. Stephens,Kelvin Gastelum,Nico Musoke,Kelvin Gastelum,1.36,3.9,Nico Musoke,Kelvin Gastelum
257,UFC Fight Night 44 - Swanson vs. Stephens,Cezar Ferreira,Andrew Craig,Cezar Ferreira,1.38,3.9,Andrew Craig,Cezar Ferreira
258,UFC Fight Night 44 - Swanson vs. Stephens,Ricardo Lamas,Hacran Dias,Ricardo Lamas,1.4,3.48,Hacran Dias,Ricardo Lamas
259,UFC Fight Night 44 - Swanson vs. Stephens,Clint Hester,Antonio Braga Neto,Clint Hester,2.45,1.67,Clint Hester,Antonio Braga Neto
260,UFC Fight Night 44 - Swanson vs. Stephens,Joe Ellenberger,James Moontasri,Joe Ellenberger,1.57,2.8,James Moontasri,Joe Ellenberger
261,UFC Fight Night 44 - Swanson vs. Stephens,Carlos Diego Ferreira,Colton Smith,Carlos Diego Ferreira,1.54,2.75,Colton Smith,Carlos Diego Ferreira
262,UFC Fight Night 44 - Swanson vs. Stephens,Cody Gibson,Johnny Bedford,Cody Gibson,2.77,1.59,Cody Gibson,Johnny Bedford
263,UFC Fight Night 44 - Swanson vs. Stephens,Marcelo Guimaraes,Andy Enz,Marcelo Guimaraes,2.95,1.53,Marcelo Guimaraes,Andy Enz
264,UFC Fight Night 44 - Swanson vs. Stephens,Ray Borg,Shane Howell,Ray Borg,1.24,5.1,Shane Howell,Ray Borg
265,UFC Fight Night 44 - Swanson vs. Stephens,Aleksei Oleinik,Anthony Hamilton,Aleksei Oleinik,1.73,2.3,Anthony Hamilton,Aleksei Oleinik
266,UFC Fight Night 46 - McGregor vs. Brandao,Conor McGregor,Diego Brandao,Conor McGregor,1.18,6.6,Diego Brandao,Conor McGregor
267,UFC Fight Night 46 - McGregor vs. Brandao,Gunnar Nelson,Zak Cummings,Gunnar Nelson,1.16,7.6,Zak Cummings,Gunnar Nelson
268,UFC Fight Night 46 - McGregor vs. Brandao,Ian McCall,Brad Pickett,Ian McCall,1.67,2.5,Brad Pickett,Ian McCall
269,UFC Fight Night 46 - McGregor vs. Brandao,Norman Parke,Naoyuki Kotani,Norman Parke,1.25,5.15,Naoyuki Kotani,Norman Parke
270,UFC Fight Night 46 - McGregor vs. Brandao,Ilir Latifi,Chris Dempsey,Ilir Latifi,1.38,3.65,Chris Dempsey,Ilir Latifi
271,UFC Fight Night 46 - McGregor vs. Brandao,Neil Seery,Phil Harris,Neil Seery,1.65,2.45,Phil Harris,Neil Seery
272,UFC Fight Night 46 - McGregor vs. Brandao,Cathal Pendred,Mike King,Cathal Pendred,1.77,2.3,Mike King,Cathal Pendred
273,UFC Fight Night 46 - McGregor vs. Brandao,Trevor Smith,Tor Troeng,Trevor Smith,2.45,1.65,Trevor Smith,Tor Troeng
274,UFC Fight Night 46 - McGregor vs. Brandao,Nikita Krylov,Cody Donovan,Nikita Krylov,1.87,2.2,Cody Donovan,Nikita Krylov
275,UFC Fight Night 46 - McGregor vs. Brandao,Patrick Holohan,Josh Sampo,Patrick Holohan,3.25,1.44,Patrick Holohan,Josh Sampo
276,UFC on Fox 12 - Lawler vs. Brown,Robbie Lawler,Matt Brown,Robbie Lawler,1.35,5,Matt Brown,Robbie Lawler
277,UFC on Fox 12 - Lawler vs. Brown,Anthony Johnson,Rogerio Nogueira,Anthony Johnson,1.17,6.4,Rogerio Nogueira,Anthony Johnson
278,UFC on Fox 12 - Lawler vs. Brown,Dennis Bermudez,Clay Guida,Dennis Bermudez,1.62,2.85,Clay Guida,Dennis Bermudez
279,UFC on Fox 12 - Lawler vs. Brown,Bobby Green,Josh Thomson,Bobby Green,4.45,1.31,Bobby Green,Josh Thomson
280,UFC on Fox 12 - Lawler vs. Brown,Jorge Masvidal,Daron Cruickshank,Jorge Masvidal,1.47,3.15,Daron Cruickshank,Jorge Masvidal
281,UFC on Fox 12 - Lawler vs. Brown,Patrick Cummins,Kyle Kingsbury,Patrick Cummins,1.5,3.05,Kyle Kingsbury,Patrick Cummins
282,UFC on Fox 12 - Lawler vs. Brown,Tim Means,Hernani Perpetuo,Tim Means,1.56,3,Hernani Perpetuo,Tim Means
283,UFC on Fox 12 - Lawler vs. Brown,Brian Ortega,Mike de la Torre,Brian Ortega,1.59,2.81,Mike de la Torre,Brian Ortega
284,UFC on Fox 12 - Lawler vs. Brown,Tiago Trator,Akbarh Arreola,Tiago Trator,1.4,3.75,Akbarh Arreola,Tiago Trator
285,UFC on Fox 12 - Lawler vs. Brown,Gilbert Burns,Andreas Stahl,Gilbert Burns,1.69,2.47,Andreas Stahl,Gilbert Burns
286,UFC on Fox 12 - Lawler vs. Brown,Joanna Jedrzejczyk,Juliana Lima,Joanna Jedrzejczyk,1.32,3.85,Juliana Lima,Joanna Jedrzejczyk
287,UFC on Fox 12 - Lawler vs. Brown,Noad Lahat,Steven Siler,Noad Lahat,3.07,1.48,Noad Lahat,Steven Siler
288,UFC Fight Night 48 - Bisping vs. Le,Michael Bisping,Cung Le,Michael Bisping,1.43,3.55,Cung Le,Michael Bisping
289,UFC Fight Night 48 - Bisping vs. Le,Tyron Woodley,Dong Hyun Kim,Tyron Woodley,1.55,2.9,Dong Hyun Kim,Tyron Woodley
290,UFC Fight Night 48 - Bisping vs. Le,Zhang Lipeng,Brendan O'Reilly,Zhang Lipeng,2.4,1.79,Zhang Lipeng,Brendan O'Reilly
291,UFC Fight Night 48 - Bisping vs. Le,Ning Guangyou,Yang Jianping,Ning Guangyou,3.07,1.5,Ning Guangyou,Yang Jianping
292,UFC Fight Night 48 - Bisping vs. Le,Wang Sai,Danny Mitchell,Wang Sai,2.84,1.53,Wang Sai,Danny Mitchell
293,UFC Fight Night 48 - Bisping vs. Le,Alberto Mina,Shinsho Anzai,Alberto Mina,1.45,3.31,Shinsho Anzai,Alberto Mina
294,UFC Fight Night 48 - Bisping vs. Le,Yuta Sasaki,Roland Delorme,Yuta Sasaki,1.71,2.35,Roland Delorme,Yuta Sasaki
295,UFC Fight Night 48 - Bisping vs. Le,Colby Covington,Wang Anying,Colby Covington,1.24,5.2,Wang Anying,Colby Covington
296,UFC Fight Night 48 - Bisping vs. Le,Royston Wee,Zhuikui Yao,Royston Wee,1.45,3.4,Zhuikui Yao,Royston Wee
297,UFC Fight Night 48 - Bisping vs. Le,Milana Dudieva,Elizabeth Phillips,Milana Dudieva,1.71,2.33,Elizabeth Phillips,Milana Dudieva
298,UFC 177 - Dillashaw vs. Soto,T.J. Dillashaw,Joe Soto,T.J. Dillashaw,1.1,10,Joe Soto,T.J. Dillashaw
299,UFC 177 - Dillashaw vs. Soto,Tony Ferguson,Danny Castillo,Tony Ferguson,1.42,3.45,Danny Castillo,Tony Ferguson
300,UFC 177 - Dillashaw vs. Soto,Bethe Correia,Shayna Baszler,Bethe Correia,1.7,2.4,Shayna Baszler,Bethe Correia
301,UFC 177 - Dillashaw vs. Soto,Carlos Diego Ferreira,Ramsey Nijem,Carlos Diego Ferreira,1.56,2.7,Ramsey Nijem,Carlos Diego Ferreira
302,UFC 177 - Dillashaw vs. Soto,Yancy Medeiros,Damon Jackson,Yancy Medeiros,1.95,2.05,Damon Jackson,Yancy Medeiros
303,UFC 177 - Dillashaw vs. Soto,Derek Brunson,Lorenz Larkin,Derek Brunson,1.61,2.65,Lorenz Larkin,Derek Brunson
304,UFC 177 - Dillashaw vs. Soto,Anthony Hamilton,Ruan Potts,Anthony Hamilton,1.45,3.05,Ruan Potts,Anthony Hamilton
305,UFC 177 - Dillashaw vs. Soto,Chris Wade,Cain Carrizosa,Chris Wade,1.71,2.38,Cain Carrizosa,Chris Wade
306,UFC Fight Night 51 - Bigfoot vs. Arlovski 2,Andrei Arlovski,Antonio Silva,Andrei Arlovski,4.8,1.24,Andrei Arlovski,Antonio Silva
307,UFC Fight Night 51 - Bigfoot vs. Arlovski 2,Gleison Tibau,Piotr Hallmann,Gleison Tibau,1.43,3.5,Piotr Hallmann,Gleison Tibau
308,UFC Fight Night 51 - Bigfoot vs. Arlovski 2,Leonardo Santos,Efrain Escudero,Leonardo Santos,1.48,3.25,Efrain Escudero,Leonardo Santos
309,UFC Fight Night 51 - Bigfoot vs. Arlovski 2,Santiago Ponzinibbio,Wendell Oliveira,Santiago Ponzinibbio,1.95,2,Wendell Oliveira,Santiago Ponzinibbio
310,UFC Fight Night 51 - Bigfoot vs. Arlovski 2,Yuri Alcantara,Russell Doane,Yuri Alcantara,1.32,3.85,Russell Doane,Yuri Alcantara
311,UFC Fight Night 51 - Bigfoot vs. Arlovski 2,Jessica Andrade,Larissa Pacheco,Jessica Andrade,1.91,2.05,Larissa Pacheco,Jessica Andrade
312,UFC Fight Night 51 - Bigfoot vs. Arlovski 2,Godofredo Pepey,Dashon Johnson,Godofredo Pepey,1.77,2.25,Dashon Johnson,Godofredo Pepey
313,UFC Fight Night 51 - Bigfoot vs. Arlovski 2,George Sullivan,Igor Araujo,George Sullivan,2.35,1.77,George Sullivan,Igor Araujo
314,UFC Fight Night 51 - Bigfoot vs. Arlovski 2,Francisco Trinaldo,Leandro Silva,Francisco Trinaldo,1.57,2.71,Leandro Silva,Francisco Trinaldo
315,UFC Fight Night 51 - Bigfoot vs. Arlovski 2,Sean Spencer,Paulo Thiago,Sean Spencer,1.5,3.15,Paulo Thiago,Sean Spencer
316,UFC Fight Night 51 - Bigfoot vs. Arlovski 2,Rani Yahya,Johnny Bedford,Rani Yahya,2.25,1.8,Rani Yahya,Johnny Bedford
317,UFC Fight Night 52 - Hunt vs. Nelson,Mark Hunt,Roy Nelson,Mark Hunt,2.1,2.14,Roy Nelson,Mark Hunt
318,UFC Fight Night 52 - Hunt vs. Nelson,Myles Jury,Takanori Gomi,Myles Jury,1.18,6.05,Takanori Gomi,Myles Jury
319,UFC Fight Night 52 - Hunt vs. Nelson,Yoshihiro Akiyama,Amir Sadollah,Yoshihiro Akiyama,1.65,2.77,Amir Sadollah,Yoshihiro Akiyama
320,UFC Fight Night 52 - Hunt vs. Nelson,Miesha Tate,Rin Nakai,Miesha Tate,1.34,3.9,Rin Nakai,Miesha Tate
321,UFC Fight Night 52 - Hunt vs. Nelson,Kiichi Kunimoto,Richard Walsh,Kiichi Kunimoto,1.43,3.15,Richard Walsh,Kiichi Kunimoto
322,UFC Fight Night 52 - Hunt vs. Nelson,Kyoji Horiguchi,Jon delos Reyes,Kyoji Horiguchi,1.17,6.5,Jon delos Reyes,Kyoji Horiguchi
323,UFC Fight Night 52 - Hunt vs. Nelson,Masanori Kanehara,Alex Caceres,Masanori Kanehara,3.65,1.35,Masanori Kanehara,Alex Caceres
324,UFC Fight Night 52 - Hunt vs. Nelson,Katsunori Kikuno,Sam Sicilia,Katsunori Kikuno,1.72,2.35,Sam Sicilia,Katsunori Kikuno
325,UFC Fight Night 52 - Hunt vs. Nelson,Hyun Gyu Lim,Takenori Sato,Hyun Gyu Lim,1.17,6.55,Takenori Sato,Hyun Gyu Lim
326,UFC Fight Night 52 - Hunt vs. Nelson,Kyung Ho Kang,Michinori Tanaka,Kyung Ho Kang,2.47,1.67,Kyung Ho Kang,Michinori Tanaka
327,UFC Fight Night 52 - Hunt vs. Nelson,Johnny Case,Kazuki Tokudome,Johnny Case,2.28,1.77,Johnny Case,Kazuki Tokudome
328,UFC Fight Night 52 - Hunt vs. Nelson,Maximo Blanco,Daniel Hooker,Maximo Blanco,1.75,2.35,Daniel Hooker,Maximo Blanco
329,UFC 178 - Johnson vs. Cariaso,Demetrious Johnson,Chris Cariaso,Demetrious Johnson,1.07,12.5,Chris Cariaso,Demetrious Johnson
330,UFC 178 - Johnson vs. Cariaso,Donald Cerrone,Eddie Alvarez,Donald Cerrone,1.75,2.25,Eddie Alvarez,Donald Cerrone
331,UFC 178 - Johnson vs. Cariaso,Conor McGregor,Dustin Poirier,Conor McGregor,1.44,3.4,Dustin Poirier,Conor McGregor
332,UFC 178 - Johnson vs. Cariaso,Yoel Romero,Tim Kennedy,Yoel Romero,2.23,2.01,Yoel Romero,Tim Kennedy
333,UFC 178 - Johnson vs. Cariaso,Cat Zingano,Amanda Nunes,Cat Zingano,1.48,2.97,Amanda Nunes,Cat Zingano
334,UFC 178 - Johnson vs. Cariaso,Dominick Cruz,Takeya Mizugaki,Dominick Cruz,1.21,5.75,Takeya Mizugaki,Dominick Cruz
335,UFC 178 - Johnson vs. Cariaso,Jorge Masvidal,James Krause,Jorge Masvidal,1.33,3.95,James Krause,Jorge Masvidal
336,UFC 178 - Johnson vs. Cariaso,Stephen Thompson,Patrick Cote,Stephen Thompson,1.29,4.4,Patrick Cote,Stephen Thompson
337,UFC 178 - Johnson vs. Cariaso,Brian Ebersole,John Howard,Brian Ebersole,3.2,1.5,Brian Ebersole,John Howard
338,UFC 178 - Johnson vs. Cariaso,Kevin Lee,Jon Tuck,Kevin Lee,1.44,3.2,Jon Tuck,Kevin Lee
339,UFC 178 - Johnson vs. Cariaso,Manny Gamburyan,Cody Gibson,Manny Gamburyan,2.55,1.65,Manny Gamburyan,Cody Gibson
340,UFC Fight Night 53 - Nelson vs. Story,Rick Story,Gunnar Nelson,Rick Story,4.29,1.29,Rick Story,Gunnar Nelson
341,UFC Fight Night 53 - Nelson vs. Story,Max Holloway,Akira Corassani,Max Holloway,1.19,5.8,Akira Corassani,Max Holloway
342,UFC Fight Night 53 - Nelson vs. Story,Jan Blachowicz,Ilir Latifi,Jan Blachowicz,3.51,1.38,Jan Blachowicz,Ilir Latifi
343,UFC Fight Night 53 - Nelson vs. Story,Mike Wilkinson,Niklas Backstrom,Mike Wilkinson,8.02,1.14,Mike Wilkinson,Niklas Backstrom
344,UFC Fight Night 53 - Nelson vs. Story,Magnus Cedenblad,Scott Askham,Magnus Cedenblad,1.83,2.25,Scott Askham,Magnus Cedenblad
345,UFC Fight Night 53 - Nelson vs. Story,Nico Musoke,Alexander Yakovlev,Nico Musoke,1.5,3.01,Alexander Yakovlev,Nico Musoke
346,UFC Fight Night 53 - Nelson vs. Story,Dennis Siver,Charles Rosa,Dennis Siver,1.4,3.71,Charles Rosa,Dennis Siver
347,UFC Fight Night 53 - Nelson vs. Story,Cathal Pendred,Gasan Umalatov,Cathal Pendred,1.71,2.38,Gasan Umalatov,Cathal Pendred
348,UFC Fight Night 53 - Nelson vs. Story,Krzysztof Jotko,Tor Troeng,Krzysztof Jotko,1.83,2.3,Tor Troeng,Krzysztof Jotko
349,UFC Fight Night 53 - Nelson vs. Story,Mairbek Taisumov,Marcin Bandel,Mairbek Taisumov,1.67,2.5,Marcin Bandel,Mairbek Taisumov
350,UFC Fight Night 53 - Nelson vs. Story,Zubaira Tukhugov,Ernest Chavez,Zubaira Tukhugov,1.4,3.48,Ernest Chavez,Zubaira Tukhugov
351,UFC Fight Night - Rockhold vs. Bisping,Michael Bisping,Luke Rockhold,Luke Rockhold,4.76,1.23,Michael Bisping,Luke Rockhold
352,UFC Fight Night - Rockhold vs. Bisping,Ross Pearson,Al Iaquinta,Al Iaquinta,1.67,2.5,Al Iaquinta,Ross Pearson
353,UFC Fight Night - Rockhold vs. Bisping,Soa Palelei,Walt Harris,Soa Palelei,1.67,2.44,Walt Harris,Soa Palelei
354,UFC Fight Night - Rockhold vs. Bisping,Jake Matthews,Vagner Rocha,Jake Matthews,1.28,4.35,Vagner Rocha,Jake Matthews
355,UFC Fight Night - Rockhold vs. Bisping,Anthony Perosh,Guto Inocente,Anthony Perosh,2.86,1.54,Anthony Perosh,Guto Inocente
356,UFC Fight Night - Rockhold vs. Bisping,Dylan Andrews,Sam Alvey,Sam Alvey,1.61,2.5,Sam Alvey,Dylan Andrews
357,UFC Fight Night - Rockhold vs. Bisping,Richie Vaculik,Louis Smolka,Louis Smolka,4,1.32,Richie Vaculik,Louis Smolka
358,UFC Fight Night - Rockhold vs. Bisping,Vik Grujic,Chris Clements,Chris Clements,1.75,2.27,Chris Clements,Vik Grujic
359,UFC Fight Night - Rockhold vs. Bisping,Daniel Kelly,Luke Zachrich,Daniel Kelly,3.57,1.35,Daniel Kelly,Luke Zachrich
360,UFC Fight Night - Rockhold vs. Bisping,Jumabieke Tuerxun,Marcus Brimage,Marcus Brimage,5.56,1.2,Jumabieke Tuerxun,Marcus Brimage
361,UFC Fight Night - Shogun vs. St. Preux,Mauricio Rua,Ovince St Preux,Ovince St Preux,1.54,2.7,Ovince St Preux,Mauricio Rua
362,UFC Fight Night - Shogun vs. St. Preux,Warlley Alves,Alan Jouban,Warlley Alves,1.45,3.03,Alan Jouban,Warlley Alves
363,UFC Fight Night - Shogun vs. St. Preux,Claudio Silva,Leon Edwards,Claudio Silva,2.63,1.54,Claudio Silva,Leon Edwards
