Event Title,Underdog,Favorite,Winner,height_delta,reach_delta,SLPM_delta,Str Acc_delta,SApm_delta,Str. Def_delta,TD Avg_delta,TD Acc_delta,TD Def_delta,Sub Avg_delta,age_delta,Odds_Delta
UFC 201 - Lawler vs. Woodley,Hector Sandoval,Wilson Reis,Favorite,-2,-1,1.48,0.23,-0.71,0.1,-1.66,-0.17,0.24,0.8,-2,2.77
UFC 201 - Lawler vs. Woodley,Cesar Arzamendia,Damien Brown,Favorite,-1,-3,-1.71,-0.07,-0.34,-0.06,-6.64,-0.48,0.53,-1.7,6,-0.14
UFC Fight Night 92 - Rodriguez vs. Caceres,Alex Caceres,Yair Rodriguez,Favorite,1,-2,0.44,-0.03,0.9,-0.1,0.15,-0.41,-0.06,0,-4,-2.07
UFC Fight Night 92 - Rodriguez vs. Caceres,Rony Jason,Dennis Bermudez,Favorite,-1,-7,2.38,0.02,-0.07,0.06,3.3,0.1,0.46,0.3,-3,-1.71
UFC Fight Night 92 - Rodriguez vs. Caceres,Chris Camozzi,Thales Leites,Favorite,-1,3,-1.44,-0.04,0.03,-0.04,1.83,0.08,-0.27,0.6,5,-0.94
UFC Fight Night 92 - Rodriguez vs. Caceres,Zak Cummings,Santiago Ponzinibbio,Favorite,0,2,-1.94,-0.06,-1.76,-0.06,0.14,-0.02,0.06,0.6,2,0.21
UFC Fight Night 92 - Rodriguez vs. Caceres,Trevor Smith,Joseph Gigliotti,Underdog,4,6,2.25,0.16,0.39,0.06,0.14,-0.68,0.1,-0.1,13,0.35
UFC Fight Night 92 - Rodriguez vs. Caceres,Danielle Taylor,Maryna Moroz,Favorite,7,7,1.67,0.04,1.58,-0.2,0.5,0.04,-0.28,0.4,-2,-1.96
UFC Fight Night 92 - Rodriguez vs. Caceres,Dominique Steele,Court McGee,Favorite,1,1,2.28,-0.12,1.2,0.11,-1.11,-0.17,-0.07,0.4,3,-1.38
UFC Fight Night 92 - Rodriguez vs. Caceres,Viktor Pesta,Marcin Tybura,Favorite,0,1,2.02,0.12,0.81,-0.01,-1.86,0.05,-0.21,0.1,5,-0.51
UFC Fight Night 92 - Rodriguez vs. Caceres,Jason Novelli,David Teymur,Favorite,-3,-3,2.96,0.19,-0.02,-0.11,0.24,0,-0.23,0,-9,-0.76
UFC Fight Night 92 - Rodriguez vs. Caceres,Horacio Gutierrez,Teruto Ishihara,Favorite,-3,0,2.4,0.18,0.72,0.07,0.5,0.16,-0.2,0,-1,-1.54
UFC Fight Night 92 - Rodriguez vs. Caceres,Tatsuya Kawajiri,Cub Swanson,Favorite,1,1,2.66,0.06,1.83,0.09,-2.54,0.04,-0.02,-0.7,-6,-2.37
UFC Fight Night 92 - Rodriguez vs. Caceres,Chase Sherman,Justin Ledet,Favorite,0,2,-2.69,-0.06,-1.83,-0.03,0.14,0,-0.32,0.2,1,-0.37
UFC 202 - Diaz vs. McGregor 2,Nate Diaz,Conor McGregor,Favorite,-3,-2,0.75,0.04,0.89,0.02,-0.38,0.25,0.25,-1.2,-4,-0.27
UFC 202 - Diaz vs. McGregor 2,Glover Teixeira,Anthony Johnson,Favorite,0,2,-0.48,-0.02,-2.6,0.09,0.32,0.24,0.17,-0.3,-4,-1.32
UFC 202 - Diaz vs. McGregor 2,Rick Story,Donald Cerrone,Favorite,4,2,0.61,0.05,2.31,-0.09,-1.37,-0.15,0.1,0.3,2,-0.33
UFC 202 - Diaz vs. McGregor 2,Mike Perry,Hyun Gyu Lim,Underdog,-5,-6,-0.13,0.06,0.09,0.01,0.58,-0.6,0.05,0,-7,1.88
UFC 202 - Diaz vs. McGregor 2,Sabah Homasi,Tim Means,Favorite,2,3,0.1,0.01,-3.27,0.13,-1.64,-0.1,-0.01,0.2,5,-3.14
UFC 202 - Diaz vs. McGregor 2,Takeya Mizugaki,Cody Garbrandt,Favorite,1,-4,-0.39,0.03,0.49,0.03,-0.43,-0.23,0.1,-0.1,-8,-3.96
UFC 202 - Diaz vs. McGregor 2,Elizabeth Phillips,Raquel Pennington,Favorite,1,2,1.54,0.19,0.22,0.02,0.15,0.02,0.1,0.5,-2,-1.9
UFC 202 - Diaz vs. McGregor 2,Chris Avila,Artem Lobov,Favorite,-1,-8,1.15,0.11,0.65,0.02,0.39,0.25,0.06,0,6,-0.2
UFC 202 - Diaz vs. McGregor 2,Cortney Casey,Randa Markos,Underdog,-3,-4,-1.32,0.04,-0.9,0.03,0.73,-0.03,0.13,-0.3,1,-0.53
UFC 202 - Diaz vs. McGregor 2,Lorenz Larkin,Neil Magny,Underdog,4,8,-0.06,0,-0.32,-0.11,1.9,-0.02,-0.25,0.2,-1,-0.29
UFC 202 - Diaz vs. McGregor 2,Max Griffin,Colby Covington,Favorite,0,-4,-0.04,-0.11,-0.83,-0.02,2.34,0.03,-0.01,-0.1,-2,-2.62
UFC 202 - Diaz vs. McGregor 2,Alberto Emiliano Pereira,Marvin Vettori,Favorite,-3,-4,2.77,-0.07,0.75,0.11,-1.17,-0.05,0.03,0.5,-9,0.87
UFC on Fox 21 - Condit vs. Maia,Demian Maia,Carlos Condit,Underdog,1,3,1.86,-0.04,0.6,-0.08,-1.9,0.22,-0.23,0,-6,-0.21
UFC on Fox 21 - Condit vs. Maia,Charles Oliveira,Anthony Pettis,Favorite,0,-2,-0.34,-0.06,0.24,0.03,-1.56,0.1,0.05,-1.7,3,-1.32
UFC on Fox 21 - Condit vs. Maia,Bec Rawlings,Paige VanZant,Favorite,-2,1,-1.13,0.1,-3.04,-0.15,0.56,-0.07,-0.34,0.6,-5,-1.41
UFC on Fox 21 - Condit vs. Maia,Jim Miller,Joe Lauzon,Underdog,2,0,-0.15,-0.03,1.89,-0.02,0.86,0.01,0.07,0.3,0,-0.51
UFC on Fox 21 - Condit vs. Maia,Kevin Casey,Sam Alvey,Favorite,3,-2,1.01,-0.09,-0.13,0.06,-0.73,-0.08,0.55,-0.3,-4,-1.8
UFC on Fox 21 - Condit vs. Maia,Enrique Barzola,Kyle Bochniak,Favorite,0,0,1.28,0.1,-2.14,0.1,3.06,0.3,0.04,0.3,-2,0.84
UFC on Fox 21 - Condit vs. Maia,Garreth McLellan,Alessio Di Chirico,Favorite,1,-2,0.24,0.15,-0.5,-0.16,-0.31,-0.17,-0.49,0.9,7,2.23
UFC on Fox 21 - Condit vs. Maia,Felipe Silva,Shane Campbell,Underdog,0,-6,-1.41,0.09,1.39,-0.04,0.36,-0.72,0.11,0,-3,-0.72
UFC on Fox 21 - Condit vs. Maia,Thibault Gouti,Chad Laprise,Favorite,0,-1,1.1,0.08,-2.05,0.15,-0.18,-0.26,-0.05,-0.3,0,-2.54
UFC on Fox 21 - Condit vs. Maia,Alex Ricci,Jeremy Kennedy,Favorite,0,-2,0.26,-0.05,-0.05,0.17,-5.73,-0.52,-0.02,0,10,0.64
UFC Fight Night - Arlovski vs. Barnett,Andrei Arlovski,Josh Barnett,Favorite,0,-1,0.58,-0.05,1.09,0,-0.88,-0.19,0.21,-1.2,-1,0.73
UFC Fight Night - Arlovski vs. Barnett,Jan Blachowicz,Alexander Gustafsson,Favorite,3,1,0.62,-0.1,0.62,-0.02,0.44,-0.11,0.15,0.1,-4,-5.18
UFC Fight Night - Arlovski vs. Barnett,Ilir Latifi,Ryan Bader,Favorite,4,1,0.77,-0.02,-1.54,0.15,1.26,0.09,-0.2,0.1,-1,-1.36
UFC Fight Night - Arlovski vs. Barnett,Tae Hyun Bang,Nick Hein,Favorite,-3,-5,-0.07,-0.03,1.54,-0.07,0.37,0,0.26,-0.5,-1,-2.39
UFC Fight Night - Arlovski vs. Barnett,Jessin Ayari,Jim Wallhead,Underdog,2,-1,0.34,0.11,-3.06,0.09,0,0,-0.5,0.3,-9,0.51
UFC Fight Night - Arlovski vs. Barnett,Peter Sobotta,Nicolas Dalby,Underdog,-1,-1,1.89,0.03,0.53,-0.06,-0.42,-0.02,-0.17,-0.4,2,-1.06
UFC Fight Night - Arlovski vs. Barnett,Veronica Macedo,Ashlee Evans-Smith,Favorite,4,3,0.9,-0.11,0.84,0.06,-0.13,-0.19,-0.01,-0.3,8,1.95
UFC Fight Night - Arlovski vs. Barnett,Leandro Issa,Taylor Lapilus,Favorite,1,-4,-1.83,-0.09,0.8,-0.03,2.01,-0.18,-0.27,0.8,8,0.73
UFC Fight Night - Arlovski vs. Barnett,Jack Hermansson,Scott Askham,Underdog,2,-2,-2.06,0.02,-0.17,-0.04,-1.09,-0.12,-0.15,0.3,1,-0.01
UFC Fight Night - Arlovski vs. Barnett,Leandro Silva,Rustam Khabilov,Favorite,-1,1,-0.41,-0.14,0.08,0.02,2.19,0.04,-0.04,-0.3,-1,-3.5
UFC 203 - Miocic vs. Overeem,Alistair Overeem,Stipe Miocic,Favorite,0,0,1.15,-0.11,1.38,-0.03,0.44,-0.21,-0.05,-0.8,-3,-0.15
UFC 203 - Miocic vs. Overeem,Travis Browne,Fabricio Werdum,Favorite,-2,-2,0.66,0.11,-1.67,0.13,0.54,-0.37,-0.44,1,5,-1.38
UFC 203 - Miocic vs. Overeem,Phil Brooks,Mickey Gall,Favorite,1,1,1.84,0.23,-0.62,0.09,0.34,0.19,0.36,1.9,-13,-3.64
UFC 203 - Miocic vs. Overeem,Urijah Faber,Jimmie Rivera,Favorite,2,-1,-1.38,0,-1.31,0.04,0.66,0.03,-0.34,0.7,11,0.87
UFC 203 - Miocic vs. Overeem,Joanne Wood,Jessica Andrade,Favorite,5,3,0.48,0.01,-0.48,-0.04,-0.85,0,-0.14,0,6,0.49
UFC 203 - Miocic vs. Overeem,Bethe Correia,Jessica Eye,Underdog,1,2,-0.51,-0.06,-0.74,-0.01,0.19,0.22,-0.28,0.5,-3,-0.59
UFC 203 - Miocic vs. Overeem,Caio Magalhaes,Brad Tavares,Favorite,0,1,1.11,0.03,0.37,-0.01,-0.27,0.11,0.23,-1.6,0,-1.15
UFC 203 - Miocic vs. Overeem,Michael McBride,Nik Lentz,Favorite,5,7,0.64,0.01,2.6,-0.1,-1.45,0.1,-0.13,0,-1,3.61
UFC 203 - Miocic vs. Overeem,Jason Gonzalez,Drew Dober,Favorite,6,4,-1.28,-0.01,-1.1,0.07,-0.71,-0.18,-0.26,0.9,-1,0.85
UFC 203 - Miocic vs. Overeem,Sean Spencer,Yancy Medeiros,Favorite,0,1,0.12,0.05,1.65,-0.13,0.19,0.17,0.05,0.7,0,-0.38
UFC Fight Night 94 - Poirier vs. Johnson,Michael Johnson,Dustin Poirier,Underdog,-1,-1,1.18,0.12,0.53,-0.04,0.71,-0.05,-0.18,1.4,-2,-0.87
UFC Fight Night 94 - Poirier vs. Johnson,Urijah Hall,Derek Brunson,Favorite,1,-2,0.28,-0.01,-0.8,-0.03,2.6,-0.05,0.21,0.5,1,1.32
UFC Fight Night 94 - Poirier vs. Johnson,Rick Glenn,Evan Dunham,Favorite,-2,0,1.39,-0.04,-0.56,0.1,1.27,0.2,0.11,0.6,7,-2.68
UFC Fight Night 94 - Poirier vs. Johnson,Roan Carneiro,Kenny Robertson,Underdog,1,2,-2.26,-0.01,-1.2,0.1,1.68,0.16,0.26,0.6,5,0.15
UFC Fight Night 94 - Poirier vs. Johnson,Chris Wade,Islam Makhachev,Favorite,0,0,-0.76,-0.07,0.48,-0.1,-0.57,-0.09,-0.35,0.1,4,0.3
UFC Fight Night 94 - Poirier vs. Johnson,Maximo Blanco,Chas Skelly,Favorite,3,1,-2.1,-0.04,0.02,-0.17,-0.11,-0.02,-0.24,2,-1,-1.16
UFC Fight Night 94 - Poirier vs. Johnson,Gabriel Benitez,Sam Sicilia,Underdog,0,-4,-2.8,-0.08,-0.94,-0.04,1.23,-0.07,0.15,0,3,-0.44
UFC Fight Night 94 - Poirier vs. Johnson,Augusto Montano,Belal Muhammad,Favorite,2,1,-1.09,0.03,-0.98,-0.01,-1.98,-0.35,-0.27,-0.2,4,3.65
UFC Fight Night 94 - Poirier vs. Johnson,Leonardo Guimaraes,Antonio Carlos Junior,Favorite,2,6,-0.4,-0.14,-0.85,0.08,3.42,0.39,0.01,-0.2,-8,-1.91
UFC Fight Night 94 - Poirier vs. Johnson,Jose Quinonez,Joey Gomez,Underdog,2,4,-1.16,-0.17,1.46,-0.09,-2.08,0.53,0.08,-0.6,4,-0.63
UFC Fight Night 94 - Poirier vs. Johnson,Jose Quinonez,Joey Gomez,Underdog,2,2,0.13,0.04,0.33,-0.14,-0.7,-0.19,-0.42,-0.6,1,-0.63
UFC Fight Night 94 - Poirier vs. Johnson,Erick Montano,Randy Brown,Favorite,-3,-5,-1.58,-0.02,-1.27,0.1,1.51,-0.03,-0.08,-0.5,5,3.55
UFC Fight Night 95 - Brasilia,Lina Lansberg,Cristiane Justino,Favorite,1,3,4.59,-0.03,-1.62,0.2,0.14,0.28,0.47,0.3,-4,-8.4
UFC Fight Night 95 - Brasilia,Phillipe Nover,Renan Barao,Favorite,-3,-2,1.99,0.01,1.42,0.01,0.5,0.13,0.47,-0.2,-3,-3.86
UFC Fight Night 95 - Brasilia,Antonio Silva,Roy Nelson,Favorite,4,9,0.71,0.09,-1.7,0.04,-0.32,0.02,0.01,0.7,-3,3.66
UFC Fight Night 95 - Brasilia,Paul Felder,Francisco Trinaldo,Favorite,-2,0,-0.57,0.01,-0.77,0.12,0.69,0.14,-0.04,0.3,5,-0.21
UFC Fight Night 95 - Brasilia,Eric Spicely,Thiago Santos,Underdog,1,3,0.01,0.03,-3.15,-0.02,-0.43,0.13,-0.1,-0.9,3,-4.88
UFC Fight Night 95 - Brasilia,Mike de la Torre,Godofredo Pepey,Favorite,-4,2,-0.89,-0.01,-1.52,-0.04,0.01,-0.09,-0.48,1.5,-1,-0.32
UFC Fight Night 95 - Brasilia,Michel Prazeres,Gilbert Burns,Underdog,4,4,0.91,0.01,0.91,-0.03,-1.7,0.02,0.03,-0.1,-5,-1.67
UFC Fight Night 95 - Brasilia,Michinori Tanaka,Rani Yahya,Favorite,-1,0,0.26,-0.01,-0.09,0,-0.33,0.08,0.14,-1.6,-6,0.22
UFC Fight Night 95 - Brasilia,Dustin Ortiz,Jussier Formiga,Favorite,0,2,-1.52,-0.05,0.17,0.08,-1.19,-0.01,0.35,0.5,4,-1.12
UFC Fight Night 95 - Brasilia,Erick Silva,Luan Chagas,Underdog,0,-1,-1.66,0.01,0.99,-0.13,0.53,0.23,-0.29,1.1,9,0.47
UFC Fight Night 95 - Brasilia,Alan Patrick,Stevie Ray,Underdog,1,4,-1.91,-0.04,0.02,-0.11,2.26,-0.13,-0.12,-0.3,6,0.85
UFC Fight Night 95 - Brasilia,Hector Urbina,Vicente Luque,Favorite,0,2,4.1,0.14,2.77,0.13,1,0.53,0.24,-3.2,-4,-4.13
UFC Fight Night 95 - Brasilia,Gregor Gillespie,Glaico Franca,Underdog,5,6,-1.39,-0.1,1.16,-0.1,-4.18,-0.06,-0.24,-0.5,-4,-0.39
UFC Fight Night 96 - Lineker vs. Dodson,John Lineker,John Dodson,Underdog,0,1,2.16,0,0.69,-0.05,-0.15,0.3,-0.15,0.6,-6,0.25
UFC Fight Night 96 - Lineker vs. Dodson,Alex Oliveira,Will Brooks,Underdog,-1,-4,1.27,0.08,-0.01,0.1,-0.27,0.13,0.19,-0.3,1,-2.29
UFC Fight Night 96 - Lineker vs. Dodson,Zak Ottow,Josh Burkman,Underdog,-1,0,0.06,0.07,0.4,-0.07,1.56,0.07,0.15,-0.1,7,-1.72
UFC Fight Night 96 - Lineker vs. Dodson,Brandon Moreno,Louis Smolka,Underdog,-2,2,-0.8,-0.03,-0.48,0.06,0.05,0.11,0.31,-1.3,-2,3.67
UFC Fight Night 96 - Lineker vs. Dodson,Joachim Christensen,Luis Henrique da Silva,Favorite,0,0,0.11,0.19,1.99,-0.06,0.25,0.14,0.22,0.2,-11,-0.35
UFC Fight Night 96 - Lineker vs. Dodson,Andre Fili,Hacran Dias,Underdog,3,5,1.77,-0.04,0.8,-0.04,-0.34,0.08,-0.07,-0.2,-6,0.99
UFC Fight Night 96 - Lineker vs. Dodson,Nate Marquardt,Tamdan McCrory,Underdog,-4,-2,0.64,0,0.72,0.09,-0.41,0.01,0.37,-1.7,8,1.46
UFC Fight Night 96 - Lineker vs. Dodson,Walt Harris,Shamil Abdurakhimov,Favorite,2,1,0.64,-0.05,0.31,-0.01,-0.72,0.05,0.25,0,-2,0.32
UFC Fight Night 96 - Lineker vs. Dodson,Cody East,Curtis Blaydes,Favorite,-1,-3,0.62,-0.07,5.49,-0.19,-1.75,0.47,-0.15,0,2,1.6
UFC Fight Night 96 - Lineker vs. Dodson,Elizeu Zaleski dos Santos,Keita Nakamura,Underdog,0,0,-2.29,-0.06,-0.13,0.01,1.22,0.35,-0.05,-0.1,3,-0.17
UFC Fight Night 96 - Lineker vs. Dodson,Jonathan Wilson,Ion Cutelaba,Favorite,1,0,-1.52,0.05,2.22,0.09,-3.8,0.43,0.04,0,6,1.03
UFC Fight Night 96 - Lineker vs. Dodson,Ketlen Vieira,Kelly Faszholz,Underdog,0,-1,0.97,0.07,-0.31,0.01,-1.51,-0.44,-0.48,-0.6,7,-0.14
UFC 204 - Bisping vs. Henderson 2,Dan Henderson,Michael Bisping,Favorite,2,1,1.89,-0.09,0.01,0.14,-0.47,-0.09,0.06,0,-8,-1.77
UFC 204 - Bisping vs. Henderson 2,Vitor Belfort,Gegard Mousasi,Favorite,2,2,2.16,0.04,-1.62,0.18,0.57,0,0.06,0.5,-9,-2.63
UFC 204 - Bisping vs. Henderson 2,Jimi Manuwa,Ovince St Preux,Underdog,2,1,-0.4,-0.07,-0.65,-0.02,0.57,0.18,-0.03,0.1,-3,-0.78
UFC 204 - Bisping vs. Henderson 2,Daniel Omielanczuk,Stefan Struve,Favorite,11,10,0.03,-0.1,0.75,-0.01,0,0.2,-0.13,1.6,-5,-1.01
UFC 204 - Bisping vs. Henderson 2,Russell Doane,Mirsad Bektic,Favorite,-1,0,-0.68,-0.01,-0.12,-0.04,-1.87,-0.07,-0.4,0.4,4,4.87
UFC 204 - Bisping vs. Henderson 2,Brad Pickett,Yuri Alcantara,Favorite,3,3,-0.3,0.14,-1.84,-0.06,-1.03,0.18,0.02,0.4,-2,0.64
UFC 204 - Bisping vs. Henderson 2,Damian Stasiak,Davey Grant,Underdog,3,-1,2.91,0.06,0.72,0.03,-1.38,0.06,0.18,-0.4,4,-1.13
UFC 204 - Bisping vs. Henderson 2,Leon Edwards,Albert Tumenov,Underdog,-3,-1,1.01,-0.11,1,0.04,-1.05,-0.14,0.05,-0.4,0,-1.59
UFC 204 - Bisping vs. Henderson 2,Lukasz Sajewski,Marc Diakiese,Favorite,2,2,0.48,0.05,-1.24,-0.05,2.28,0.18,0,0,-2,-2.15
UFC 204 - Bisping vs. Henderson 2,Mike Perry,Danny Roberts,Underdog,3,3,-1.14,-0.08,-1.43,-0.02,-0.57,-0.31,-0.21,0,4,-0.06
UFC 204 - Bisping vs. Henderson 2,Leonardo Santos,Adriano Martins,Underdog,2,3,1.02,0.08,1.26,-0.11,0.05,-0.55,0.05,-0.2,3,1.32
UFC Mexico City,Tony Ferguson,Rafael dos Anjos,Underdog,-3,-6,-1.46,0.02,-1.2,0.05,1.56,0,-0.12,-0.3,-1,-0.48
UFC Mexico City,Diego Sanchez,Marcin Held,Underdog,1,1,1.28,0.03,1,0.09,-0.95,-0.22,0.09,-0.5,10,1.33
UFC Mexico City,Ricardo Lamas,Charles Oliveira,Underdog,-2,-3,-0.26,-0.06,-0.33,0.06,-0.33,-0.07,-0.09,-1.9,8,0.12
UFC Mexico City,Martin Bravo,Claudio Puelles,Underdog,-2,-1,6.1,-0.1,2.94,0.05,-0.57,-0.01,0.25,-1.2,2,0.09
UFC Mexico City,Beneil Dariush,Rashid Magomedov,Underdog,1,2,-0.62,-0.01,-0.4,0.03,1.23,-0.23,-0.09,0.7,-4,0.98
UFC Mexico City,Heather Clark,Alexa Grasso,Favorite,-1,2,0.98,-0.06,-1.67,0.08,0.08,0.41,-0.21,0.3,-13,-3.65
UFC Mexico City,Felipe Arantes,Erik Perez,Favorite,0,-5,0.79,-0.05,-0.57,0.02,2.23,0.08,0.28,-0.5,-2,-1.36
UFC Mexico City,Marco Beltran,Joe Soto,Favorite,-2,-4,1.29,0.04,3.44,0.04,0.15,-0.29,0.24,1.7,-1,-0.19
UFC Mexico City,Erick Montano,Max Griffin,Favorite,1,-3,-1.13,-0.05,-1.75,0.07,0.84,-0.05,-0.02,-0.3,0,0.75
UFC Mexico City,Enrique Briones,Douglas Silva de Andrade,Favorite,-1,-1,0.19,-0.04,-0.69,0.05,0.61,0.46,0.18,-0.4,-5,0.89
UFC Mexico City,Alex Nicholson,Sam Alvey,Favorite,-2,-2,-0.84,0.01,-1.02,0.05,0.06,0.14,0.32,-0.4,4,-1.52
UFC Mexico City,Jason Novelli,Marco Polo Reyes,Favorite,-1,-5,4.27,0.13,1.97,-0.07,-0.7,-0.33,-0.54,0,-5,-1.02
UFC Mexico City,Chris Avila,Enrique Barzola,Favorite,-3,-3,1.54,0.11,-1.2,0.2,4.2,0.45,0.2,0.3,4,-3.57
UFC 205 - New York City,Eddie Alvarez,Conor McGregor,Favorite,0,-5,-1,-0.08,-0.27,0.01,2.25,-0.19,0.26,0.4,5,0.5
UFC 205 - New York City,Karolina Kowalkiewicz,Joanna Jedrzejczyk,Favorite,3,1,0.57,0.05,-2.3,0.04,-0.07,0.39,0.07,-0.1,-2,-3.66
UFC 205 - New York City,Yoel Romero,Chris Weidman,Underdog,2,5,-0.26,-0.04,0.17,-0.09,1.87,0.12,-0.13,0.8,-8,-0.96
UFC 205 - New York City,Raquel Pennington,Miesha Tate,Underdog,-1,-2,-1.52,-0.07,-0.31,-0.09,1.12,0.04,-0.08,0.6,2,-1
UFC 205 - New York City,Jeremy Stephens,Frankie Edgar,Favorite,-3,-3,0.6,0,-0.23,0.07,1.13,-0.07,0,-0.1,5,-2.47
UFC 205 - New York City,Michael Johnson,Khabib Nurmagomedov,Favorite,0,3,0.17,-0.09,2.08,-0.08,-4.7,-0.07,-0.03,-0.8,2,2.32
UFC 205 - New York City,Tim Boetsch,Rafael Natal,Underdog,0,3,0.17,-0.03,-0.42,0,1.1,0,0.18,-0.3,-2,-0.73
UFC 205 - New York City,Belal Muhammad,Vicente Luque,Favorite,0,-3,-0.52,-0.09,-1.57,0.05,0.98,-0.18,0.31,-0.4,3,0.09
UFC 205 - New York City,Jim Miller,Thiago Alves,Underdog,1,-1,0.74,-0.01,-0.08,0.06,-0.82,0.16,0.16,-1.4,0,-0.73
UFC 205 - New York City,Liz Carmouche,Katlyn Chookagian,Underdog,3,2,1.8,-0.2,1.97,0.01,-2.26,-0.36,-0.15,0,-5,0.88
UFC Fight Night 99 - Mousasi vs. Hall,Urijah Hall,Gegard Mousasi,Favorite,2,-3,0.52,0.02,-2.64,0.14,1.05,0.22,-0.05,1,-1,-4.3
UFC Fight Night 99 - Mousasi vs. Hall,Ross Pearson,Stevie Ray,Favorite,-2,-1,-0.05,-0.04,1.16,0.08,-0.01,-0.11,0.2,-0.6,5,0.01
UFC Fight Night 99 - Mousasi vs. Hall,Alexander Volkov,Timothy Johnson,Underdog,-4,-3,-1.67,-0.12,0.08,-0.1,0.6,-0.39,-0.04,-0.2,4,-0.61
UFC Fight Night 99 - Mousasi vs. Hall,Artem Lobov,Teruto Ishihara,Underdog,2,-4,0.26,-0.03,1.19,-0.03,-0.11,0.09,0.22,0,5,1.76
UFC Fight Night 99 - Mousasi vs. Hall,Jack Marshman,Magnus Cedenblad,Underdog,5,6,-0.36,0.26,-1.17,-0.16,2.87,0.64,0.46,1,8,-1.77
UFC Fight Night 99 - Mousasi vs. Hall,Ali Bagautinov,Kyoji Horiguchi,Favorite,1,1,0.75,0.03,-0.64,0.1,-0.51,0.08,-0.1,-0.3,-5,-1.32
UFC Fight Night 99 - Mousasi vs. Hall,Magomed Mustafaev,Kevin Lee,Favorite,1,6,1.29,-0.16,0.92,0.09,-0.13,-0.07,0.52,0.4,-4,-0.23
UFC Fight Night 99 - Mousasi vs. Hall,Anna Elmose,Amanda Cooper,Favorite,0,1,0.13,0.05,1.44,0.05,-1.53,-0.38,0.05,-1.8,7,0.17
UFC Fight Night 99 - Mousasi vs. Hall,Mark Godbeer,Justin Ledet,Favorite,0,3,-0.62,-0.14,1.52,-0.05,0.23,0.5,0.14,0.2,-5,-0.58
UFC Fight Night 99 - Mousasi vs. Hall,Alexander Yakovlev,Zak Cummings,Favorite,-3,1,1.22,-0.12,0.5,-0.03,-1.04,-0.07,-0.06,0.5,0,-0.87
UFC Fight Night 99 - Mousasi vs. Hall,Milana Dudieva,Marion Reneau,Favorite,3,-4,2.33,0.1,0.09,0.01,-1.72,0.18,0.5,0.8,12,-1.45
UFC Fight Night 99 - Mousasi vs. Hall,Kwan Ho Kwak,Brett Johns,Favorite,2,1,-0.43,0.08,0.39,0.06,4.14,-0.51,0.32,1,-2,-1.42
UFC Fight Night 99 - Mousasi vs. Hall,Charlie Ward,Abdul Razak Alhassan,Favorite,-1,0,1.73,0.29,-3.22,0.02,0.89,0.38,0.5,0.2,-5,-2.46
"UFC Fight Night 100
Bader vs. Nogueira 2",Rogerio Nogueira,Ryan Bader,Favorite,0,-1,0.39,0.08,-0.95,0.12,2.73,0,0.18,-0.4,-7,-2.35
"UFC Fight Night 100
Bader vs. Nogueira 2",Albert Morales,Thomas Almeida,Favorite,-2,-2,1.03,0.08,0.97,0.05,-0.74,-0.21,0.05,-0.2,0,-2.34
"UFC Fight Night 100
Bader vs. Nogueira 2",Cortney Casey,Claudia Gadelha,Favorite,-3,-4,-0.98,0.02,0.57,0.02,2.64,0.11,0.19,0.2,-2,-2.7
"UFC Fight Night 100
Bader vs. Nogueira 2",Krzysztof Jotko,Thales Leites,Underdog,0,1,-0.85,-0.02,0.76,-0.05,0.77,-0.12,-0.52,1,8,-0.61
"UFC Fight Night 100
Bader vs. Nogueira 2",Warlley Alves,Kamaru Usman,Favorite,-1,-4,-1.32,-0.04,1.21,-0.04,-1.6,0.05,-0.27,0.7,-4,1.35
"UFC Fight Night 100
Bader vs. Nogueira 2",Zak Ottow,Sergio Moraes,Favorite,1,0,-0.21,0.06,1,0.01,0.23,0.09,0.18,0,4,-1.42
"UFC Fight Night 100
Bader vs. Nogueira 2",Jack Hermansson,Cezar Ferreira,Favorite,0,-1,3.19,0.02,1.25,0.03,-1.16,-0.23,-0.04,-0.1,-4,0.15
"UFC Fight Night 100
Bader vs. Nogueira 2",Gadzhimurad Antigulov,Marcos Rogerio de Lima,Underdog,2,5,1.62,0.02,-1.31,0.11,-3.68,0.09,0.59,-0.9,1,-0.91
"UFC Fight Night 100
Bader vs. Nogueira 2",Manny Gamburyan,Johnny Eduardo,Favorite,2,4,0.82,-0.02,0.39,0.08,-3.04,-0.14,-0.11,-0.3,2,-1.56
"UFC Fight Night 100
Bader vs. Nogueira 2",Christian Colombo,Luis Henrique,Favorite,-3,-7,-0.95,-0.01,-1.8,0.05,3.09,0.36,0.17,1,-13,-1.85
"UFC Fight Night 100
Bader vs. Nogueira 2",Pedro Munhoz,Justin Scoggins,Underdog,-1,-1,1.76,-0.08,4.07,0.01,-2.91,-0.45,0,0,5,0.98
"UFC Fight Night 100
Bader vs. Nogueira 2",Darren Stewart,Francimar Barroso,Underdog,1,1,-0.28,0.07,-0.22,0.11,0.47,-0.21,0.16,-0.1,11,-0.46
UFC Fight Night 101,Robert Whittaker,Derek Brunson,Underdog,-1,-4,1.06,-0.05,0.4,0.08,-2.33,0.05,-0.03,-0.6,-7,0.5
UFC Fight Night 101,Andrew Holbrook,Jake Matthews,Underdog,0,3,1.1,-0.04,-0.44,0.06,0.74,0.22,0.52,-1.5,-9,-3.78
